_id,title,category, post_type
5e9f4155a3258347b42f2e48,Bloom to life,Photography,artwork
5e9f4215a3258347b42f2e4b,Colours of history,Photography,artwork
5e9f4295a3258347b42f2e4e,Rise and shine,Photography,artwork
5e9f439ba3258347b42f2e51,Blessings,Photography,artwork
5e9f4421a3258347b42f2e54,Handcrafted,Sculptures,artwork
5e9ff423a3258347b42f2e72,Importance Of Being Productive As A Teenager,Psycholgy|Child Development,blog
5ea029e9a3258347b42f2e85,How will the economy be affected if Nations produce what they eat?,Economics|Economic Policies|Break even Point|Foreign Economy,blog
5ea04678a3258347b42f2e8a,You know if you've been here.,Photography|Architecture,artwork
5ea047d5a3258347b42f2e96,Memory,Photography,artwork
5ea07ddba3258347b42f2eb6,CAPTURED.,Photography,artwork
5ea11fbd10426255a7aa9a38,Peace,Painting,artwork
5ea1603a10426255a7aa9a3e,You; are enough!,Psycholgy|Psychological Growth,blog
5ea1d7ac10426255a7aa9a66,Too much?,Photography,artwork
5ea1ef0710426255a7aa9a7e,Closeness to nature,Painting,artwork
5ea2e85b10426255a7aa9a8c,Blues,Photography,artwork
5ea30f6010426255a7aa9a9c,How To Use Social Media To Promote A Project,Management|Business Management|Technology Mangement|Managerial Activity|Creative And Lateral Management,blog
5ea319ee10426255a7aa9aa4,Tree Drawing,Drawings,artwork
5ea31e5610426255a7aa9ab0,Dusk sky.,Photography,artwork
5ea31ee710426255a7aa9ab3,Art,Painting,artwork
5ea31faf10426255a7aa9ab5,Aesthetic.,Photography,artwork
5ea3213010426255a7aa9abb,Miles to go before I sleep!,Photography,artwork
5ea321dd10426255a7aa9abd,Peace.,Photography,artwork
5ea3227010426255a7aa9ac1,Aesthetic.,Photography,artwork
5ea3236810426255a7aa9ac8,Solitude,Photography,artwork
5ea323a010426255a7aa9aca,Shree Jagannath Penting,Painting,artwork
5ea45fdf10426255a7aa9b34,Pleasant,Photography,artwork
5ea5aacd10426255a7aa9b71,Photography Composition,,project
5ea5ce9310426255a7aa9b8d,Photography,,project
5ea7cd9610426255a7aa9bd2,Guest Posting at Free of Cost,Business,skill
5ea80a7e10426255a7aa9be2,Analysis Of Successful Companies For the Past 5 years,Business|Business Strategies|Business Enviorment|New Venture Planning|Foreign Business|Business Organisation,blog
5ea85c1f10426255a7aa9c05,Innovative Marketing Strategies,Marketing|Principles Of Marketing|International Marketing|Promotion And Distribution Decisions,blog
5ea8618a10426255a7aa9c0d,Urdu Poetry,Social Work|NGO,blog
5eaaffe110426255a7aa9c5b,Covid 19 case before court of earth,Drawings,artwork
5eab002f10426255a7aa9c6c,Covid 19 case before court of earth,Drawings,artwork
5eab924610426255a7aa9c90,Two 🐦 Sing A Song,Drawings,artwork
5eab942d10426255a7aa9ca7,Beautiful Bird,Painting,artwork
5eab962e10426255a7aa9cb8,Platform for Guest Posting,Mixed Media,artwork
5eabeec210426255a7aa9cd2,Factious news – The impact on youth.,Social Work|Humanities,blog
5eabf76a10426255a7aa9cfb,Street Art Photo by Mathilde Decourcelle,Photography,artwork
5eabfaf510426255a7aa9da0,Eyes that speak. Photo by Dan Farrell,Photography,artwork
5eac305f10426255a7aa9dd3,She got a new hairstyle! Photo by Chirag,Photography,artwork
5eac315210426255a7aa9dfe,Street Art by Chirag.,Photography,artwork
5eac349010426255a7aa9e29,Shady eyes,Drawings,artwork
5eac350110426255a7aa9e92,Hello world,Fine Arts|Painting,blog
5eac578010426255a7aa9eba,Indian Polity And Governance.,Legal Studies|Legal System|Legal Tradition|Nationality Law|Government Law,blog
5eadc2f710426255a7aa9ee4,Entrepreneural Training: The roadless travel,Business|Entreperneurship|Venture Capitalist|Business Enviorment|Start Ups|Business Planning|New Venture Planning,blog
5eaed2f210426255a7aa9eef,Keen learner.,Photography,skill
5eaf322910426255a7aa9efa,Corporate Influence,Legal Studies|Company Law|Legal System|Banking Law,blog
5eaf3d4110426255a7aa9f4c,Students Networking!,,blog
5eaf4d4210426255a7aa9f76,6 Best + Free PLC Programming Training & Course [2020 UPDATED],Computer Technology|Web designing|Artificial Intelligence|Computer Application|Machine Learning|Frontend Development,blog
5eaf8b9310426255a7aa9f7e,Avengers Theme - Acoustic guitar,Music,skill
5eb0f27f10426255a7aa9fa2,Nerves,Painting,artwork
5eb1358910426255a7aa9fba,WOOD CARVING,Sculptures|Wood Crafts|Craft|Wood carving,artwork
5eb1373110426255a7aa9fc1,TIE AND DYE,Fashion Design,artwork
5eb13a3610426255a7aa9fc5,GLASS PAINTING,Painting|Craft|Artistic design,artwork
5eb13e2a10426255a7aa9fcf,PENCIL RENDERING,Drawings,artwork
5eb13ee710426255a7aa9fd3,PENCIL RENDERING,Drawings,artwork
5eb1407c10426255a7aa9fdb,PENCIL RENDERING,Drawings,artwork
5eb1478a10426255a7aa9feb,STRIPS (TINT;TONE AND SHADE),2D Composition|Watercolours|Painting,artwork
5eb1485410426255a7aa9fef,TINT; TONE AND SHADE OF RED,Painting|Watercolours|2D Composition,artwork
5eb1490610426255a7aa9ff4,CHECKS (TINT;TONE AND SHADE),Painting|Watercolours|2D Composition,artwork
5eb153ca10426255a7aa9fff,PRINCIPLES OF DESIGN ( CONTRAST),Visual Arts|Craft|Conceptual,artwork
5eb1551e10426255a7aaa003,PRINCIPLES OF DESIGN (BALANCE),Painting|Visual Arts|Craft|Conceptual,artwork
5eb1569910426255a7aaa007,PRINCIPLES OF DESIGN (CONTRAST),Painting|Craft|Mixed Media|2D Composition,artwork
5eb158d410426255a7aaa011,MOSAIC ART,Visual Arts|Craft|Mixed Media|Conceptual|Mosaic painting,artwork
5eb159a610426255a7aaa015,PRINCIPLES OF DESIGN (RHYTHM),Craft|Drawings|Conceptual|2D Composition,artwork
5eb15a9810426255a7aaa019,MOSAIC ART,Craft|Mixed Media|Conceptual|Mosaic painting|2D Composition,artwork
5eb1ac4510426255a7aaa024,E-book,Video,skill
5eb1df6d10426255a7aaa029,Novel & Consenent (P.H.P),,project
5eb2c11210426255a7aaa052,Gangster Style,Drawings,artwork
5eb2cbde10426255a7aaa074,WisdomLeaf,Photography,artwork
5eb2ce0c10426255a7aaa078,Thor Arriving,Photography,artwork
5eb45ca210426255a7aaa0b5,STILL,Photography|Architecture,artwork
5eb4f80810426255a7aaa0ce,Shree Ganesh Drawing,Drawings,artwork
5eb4fab110426255a7aaa0ed,God Drawing,Drawings,artwork
5eb4fbe910426255a7aaa105,God,Drawings,artwork
5eb6db91fd92f539c465dd71,Wildlife Creation.,Photography,artwork
5eb6dc4cfd92f539c465dd77,Swift Alone!,Photography,artwork
5eb6dd5afd92f539c465dd7d,Nature,Photography,artwork
5eb6de2dfd92f539c465dd83,Pebbles or Rocks 🙄,Photography,artwork
5eb6df2dfd92f539c465dd89,Sea Shore,Photography,artwork
5eb6e04ffd92f539c465dd8f,Camel Shades,Photography,artwork
5eb7b10ffd92f539c465ddda,The Tree,Photography,artwork
5eba2dd3514aab59896bcc57,Blur but beautiful <3,Photography,artwork
5eba2e94514aab59896bcc5a,Sky never disappoints me!,Photography,artwork
5ebc3239514aab59896bcc86,The Basic Edge of Design.,Fashion Desigining|Fashion Illustration|Pattern Cutting|Fashion Communication,blog
5ebcf6ea514aab59896bcd09,5 points to consider while choosing a pathology lab,Biotechnology|Animal Biotechnology,blog
5ebd1111514aab59896bcd1c,The 7 Steps of Doing A Professional Design Task.,Fashion Desigining|Pattern & Culture|Fashion Trends|Fashion Portfoilio,blog
5ebd5b46514aab59896bcd5a,Quick Sketch of Gangster Skull.,Sketch Video,skill
5ec1fd0974f7660d73aa0fd5,Daaku,Drawings,artwork
5ec2215374f7660d73aa1011,Women power,Painting,artwork
5ec278b574f7660d73aa10d5,Rides,Drawings,artwork
5ec2b27974f7660d73aa1115,Importance of Design.,Fashion Desigining|Pattern & Culture|Fashion Textile|Fashion Trends,blog
5ec2d29074f7660d73aa113b,New platform,Test,skill
5ec2e16074f7660d73aa1154,Become professional,Professionalism,skill
5ec2f7c074f7660d73aa116e,Making of Daaku Art,Art,skill
5ec3667274f7660d73aa1194,Ganesha,Drawings,artwork
5ec3676574f7660d73aa119a,Kabir singh,Drawings,artwork
5ec3bc1a74f7660d73aa1207,The Making of Daaku,Art,skill
5ec3c09274f7660d73aa1229,Dakrai Artwork.,Pen and ink,artwork
5ec54fc9f2781131cc7e50f5,Future Communication Predictions,Science;Technology,skill
5ec5546bf2781131cc7e5140,Glitch.,Painting,artwork
5ec573a3f2781131cc7e51b8,My First Animated Post.,Art; Science,skill
5ec57914f2781131cc7e51c8,The Power of Indian Audience.,Art,skill
5ec57acaf2781131cc7e51d5,Ruins.,Painting,artwork
5ec601a0f2781131cc7e522e,Form of ma durga,Drawings,artwork
5ec7a699ec493f4a2655883a,HUMAN ILLUSTRATION (With Galaxy Background),Fashion Design|Illustration|Watercolours|Drawings,artwork
5ec7a7a3ec493f4a26558840,HUMAN ILLUSTRATION ( Background of a room),Drawings|Fashion Design|Illustration|Watercolours,artwork
5ec7a8bdec493f4a26558846,HUMAN ILLUSTRATION,Drawings|Fashion Design|Illustration|Watercolours,artwork
5ec7aafbec493f4a26558857,FASHION ILLUSTRATION,Fashion Design|Illustration|Watercolours,artwork
5ec7abfdec493f4a26558860,FASHION ILLUSTRATION (OP ART),Drawings|Fashion Design|Mixed Media|Conceptual|Illustration|Pen and ink|Watercolours,artwork
5ec7ad1aec493f4a26558869,FASHION ILLUSTRATION (street fashion),Fashion Design|Illustration|Conceptual|Watercolours|Pen and ink,artwork
5ec8204cec493f4a26558893,Art Expo 2020,Artistic design|Logo Design|Graphic|Illustration,artwork
5ec821ddec493f4a2655889e,Save Earth.,Visual Arts|Graphic Design|Artistic design|Graphic|Illustration,artwork
5eca6ddbec493f4a26558a46,Always Remember !!!,Learning,skill
5eca7601ec493f4a26558a62,Always do Right 👍🏻,Learning,skill
5eca8fceeaff6b0c3a58a3c0,Zero-Waste Lifestyle,,project
5ecb6edeeaff6b0c3a58a479,Happy Eid-ul-Fitr 2020,Photography|Architecture,artwork
5ecb7155eaff6b0c3a58a486,Eid Mubarak,Photography|Architecture|Visual Arts|Graphic Design,artwork
5ecb72c0eaff6b0c3a58a48e,EID MUBARAK,Photography|Architecture|Visual Arts|Graphic Design|Artistic design|Graphic|Logo Design,artwork
5ecb7567eaff6b0c3a58a4cf,Design Process,Visual Arts|Graphic Design|2D Composition|Logo Design,artwork
5ecc186aeaff6b0c3a58a53f,Beliefs ❣️,Visual Arts|Photography,artwork
5ecc1d4eeaff6b0c3a58a565,Faith in yourself,Photography,artwork
5ecce8a5eaff6b0c3a58a5e9,The Waves Have Stood Still,Photography,artwork
5ecd5d417023451e662235c5,Machine Learning”&“Operations" (MlOps),Computer Technology|Machine Learning,blog
5ecd6ba47023451e66223604,Be yourself !!,Photography,artwork
5ecdecc67023451e66223765,Looking at nature through nature,Photography,artwork
5ecf23b87023451e66223944,Keep working hard !!,Photography,artwork
5ecf818376027d35905cbf03,GAN's INTRODUCTION,Computer Technology|Machine Learning,blog
5ecf96e876027d35905cbf46,GAN's Part(2),Computer Technology|Machine Learning,blog
5ecfa0ca76027d35905cbf57,Recommend Systems Machine Learning,Computer Technology|Machine Learning,blog
5ecfafcc76027d35905cbfb0,I was rejected over 200 times before I landed my first job,Sociology|Sociology in India,blog
5ecfb35c76027d35905cbfbc,We can overcome these days!,Painting,artwork
5ecfffb976027d35905cc0e9,Xbox Series X To Launch With 'Thousands' of Games,Mixed Media,artwork
5ed0007a76027d35905cc0ea,A solar-powered microbrewery has design-led energy in Sweden,Artistic design,artwork
5ed09ad076027d35905cc15f,Understanding Cloud Computing(AWS),Computer Technology|Cloud Computing,blog
5ed0e20776027d35905cc2fe,Here are 7 of my favourite books that I've read so far this year!⠀,Literature|Stories|Fictions|Movements in Literature,blog
5ed0e31a76027d35905cc302,Designing Cmos circuit from Boolean expressions (Microwind),,project
5ed0e65976027d35905cc356,Moore FSM Sequence Detector,,project
5ed0f0c576027d35905cc3c7,Designing Circular Microstrip Antenna,,project
5ed13d2876027d35905cc4c2,Launching an EC2 instance.,Technology,skill
5ed141aa76027d35905cc4c9,Integrating Machine Learning with devOps(MLops),Computer Technology|Data Science,blog
5ed175f176027d35905cc554,GAN's Introduction,,project
5ed175f476027d35905cc562,GAN's Introduction,,project
5ed1ff0276027d35905cc60d,AWS services and how to launch OS on AWS Cloud,Computer Technology|Cloud Computing,blog
5ed229d976027d35905cc666,Cloud Computing,Computer Technology|Computation|Computer Application|Cloud Computing,blog
5ed2378276027d35905cc6b5,Acceptance!,Visual Arts|Calligraphy|Pen and ink,artwork
5ed237d676027d35905cc6bd,Voice of intuition!,Mixed Media|Calligraphy|Pen and ink,artwork
5ed2383776027d35905cc6ca,Self belief.,Typography|Pen and ink,artwork
5ed238d376027d35905cc6e5,Your reaction can change your destination.,Typography|Pen and ink,artwork
5ed23a6376027d35905cc73b,If you're in hell; don't stop. Keep moving!,Typography|Pen and ink,artwork
5ed23b0776027d35905cc746,Talented people.,Typography|Pen and ink,artwork
5ed23b6276027d35905cc74f,Moments in life,Typography|Calligraphy|Pen and ink,artwork
5ed23bb876027d35905cc759,Habit.,Calligraphy|Typography|Pen and ink,artwork
5ed23c1876027d35905cc761,Lie!,Typography|Pen and ink,artwork
5ed23c8676027d35905cc780,Change.,Calligraphy|Pen and ink,artwork
5ed23cb876027d35905cc788,Fear.,Typography|Calligraphy|Pen and ink,artwork
5ed23cf876027d35905cc790,Risk,Calligraphy|Typography|Pen and ink,artwork
5ed23d4276027d35905cc798,Energy.,Calligraphy|Typography|Pen and ink,artwork
5ed23e4d76027d35905cc7b8,Success Story Of OYO Founder Ritesh Agarwal,Mass Media|Media And Society,blog
5ed2502b76027d35905cc7db,Learning...,Computer Technology|Machine Learning,blog
5ed3476576027d35905cca1d,AWS CLI Setup in Mac,Technology,skill
5ed3791976027d35905ccab6,CI/CD using GitHub Actions,Computer Technology|Information Technology,blog
5ed3820f76027d35905ccac8,Configure Docker with Django; PostgreSQL; Pg-admin & Elasticsearch,Computer Technology|Computer Application|Information Technology,blog
5ed3ef4cbd514d602c1530f2,Recommendation Engine,,project
5ed415c6bd514d602c15312d,Face Recognition using Transfer Learning.,Science; Technology,skill
5ed4cbadbd514d602c1531a6,Configure CI/CD Pipeline in GitLab and deployment to server via SSH,Computer Technology|Computer Application|Information Technology,blog
